,Вакансия,Оплата_min,Оплата_max,Валюта,Сылка на вакансию,Источник
626,Data scientist,,,,https://krasnodar.hh.ru/vacancy/46921531?from=vacancy_search_list&query=Python,https://hh.ru
627,Junior DevOps & Automation Engineer,,,,https://krasnodar.hh.ru/vacancy/48442229?from=vacancy_search_list&query=Python,https://hh.ru
628,Python test automation engineer (Cloud Systems),,,,https://krasnodar.hh.ru/vacancy/48293760?from=vacancy_search_list&query=Python,https://hh.ru
629,Data Scientist (Senior),,400.0,руб.,https://krasnodar.hh.ru/vacancy/48481600?from=vacancy_search_list&query=Python,https://hh.ru
630,DevOps инженер/Python Developer,,,,https://krasnodar.hh.ru/vacancy/48439825?from=vacancy_search_list&query=Python,https://hh.ru
631,С/С++ Linux разработчик (remote),,5.0,USD,https://krasnodar.hh.ru/vacancy/48451885?from=vacancy_search_list&query=Python,https://hh.ru
632,Computer Vision Engineer,,,,https://krasnodar.hh.ru/vacancy/47693665?from=vacancy_search_list&query=Python,https://hh.ru
633,Senior Software Engineer (Python),,,,https://krasnodar.hh.ru/vacancy/47646079?from=vacancy_search_list&query=Python,https://hh.ru
634,Data Engineer / ETL Developer,,250.0,руб.,https://krasnodar.hh.ru/vacancy/48377636?from=vacancy_search_list&query=Python,https://hh.ru
635,Senior data scientist,,,,https://krasnodar.hh.ru/vacancy/48127855?from=vacancy_search_list&query=Python,https://hh.ru
636,Middle Python Developer for CloudLinux OS [Remote],,,,https://krasnodar.hh.ru/vacancy/46052524?from=vacancy_search_list&query=Python,https://hh.ru
637,Back-end разработчик,60.0,180.0,руб.,https://krasnodar.hh.ru/vacancy/48062336?from=vacancy_search_list&query=Python,https://hh.ru
638,Machine Learning Engineer,,200.0,руб.,https://krasnodar.hh.ru/vacancy/47231913?from=vacancy_search_list&query=Python,https://hh.ru
639,Backend-разработчик,100.0,,руб.,https://krasnodar.hh.ru/vacancy/48185019?from=vacancy_search_list&query=Python,https://hh.ru
640,Senior backend Engineer Python(asyncio)/Go,200.0,300.0,руб.,https://krasnodar.hh.ru/vacancy/48472121?from=vacancy_search_list&query=Python,https://hh.ru
641,Data Engineer (Infrastructure),,,,https://krasnodar.hh.ru/vacancy/47751632?from=vacancy_search_list&query=Python,https://hh.ru
642,DevOps инженер,,,,https://krasnodar.hh.ru/vacancy/48023840?from=vacancy_search_list&query=Python,https://hh.ru
643,Senior Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48447104?from=vacancy_search_list&query=Python,https://hh.ru
644,Senior Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48447108?from=vacancy_search_list&query=Python,https://hh.ru
645,Product Analyst (SQL+R/Python),,,,https://krasnodar.hh.ru/vacancy/47608292?from=vacancy_search_list&query=Python,https://hh.ru
646,Data Engineer,,200.0,руб.,https://krasnodar.hh.ru/vacancy/46443653?from=vacancy_search_list&query=Python,https://hh.ru
647,"Преподаватель Big data, Hadoop, SQL, Java",,200.0,руб.,https://krasnodar.hh.ru/vacancy/47989913?from=vacancy_search_list&query=Python,https://hh.ru
648,Junior Data Analyst BI,,,,https://krasnodar.hh.ru/vacancy/47708671?from=vacancy_search_list&query=Python,https://hh.ru
649,DevOps Engineer (Azure Stack),2.0,,USD,https://krasnodar.hh.ru/vacancy/48248938?from=vacancy_search_list&query=Python,https://hh.ru
650,Data Analyst,200.0,,руб.,https://krasnodar.hh.ru/vacancy/46956576?from=vacancy_search_list&query=Python,https://hh.ru
651,Senior Automation QA (Python),,,,https://krasnodar.hh.ru/vacancy/46953809?from=vacancy_search_list&query=Python,https://hh.ru
652,Audio Programmer (С++/ Python),,,,https://krasnodar.hh.ru/vacancy/48282280?from=vacancy_search_list&query=Python,https://hh.ru
653,Python Tech Lead,,,,https://krasnodar.hh.ru/vacancy/47862507?from=vacancy_search_list&query=Python,https://hh.ru
654,Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48335211?from=vacancy_search_list&query=Python,https://hh.ru
655,Python-разработчик (команда финансового ассистента Олега),,,,https://krasnodar.hh.ru/vacancy/38455239?from=vacancy_search_list&query=Python,https://hh.ru
656,Главный специалист розничных рисков (data scientist),,,,https://krasnodar.hh.ru/vacancy/47677573?from=vacancy_search_list&query=Python,https://hh.ru
657,Python/Go-разработчик в команду ML Platform (MCS),,,,https://krasnodar.hh.ru/vacancy/47643326?from=vacancy_search_list&query=Python,https://hh.ru
658,Data engineer/Data administrator [Remote],,,,https://krasnodar.hh.ru/vacancy/46269434?from=vacancy_search_list&query=Python,https://hh.ru
659,DevOps Engineer,,,,https://krasnodar.hh.ru/vacancy/48016984?from=vacancy_search_list&query=Python,https://hh.ru
660,"Auto test engineer Python, QA",,,,https://krasnodar.hh.ru/vacancy/47918577?from=vacancy_search_list&query=Python,https://hh.ru
661,QA automation engineer (Python),,,,https://krasnodar.hh.ru/vacancy/47935959?from=vacancy_search_list&query=Python,https://hh.ru
662,Senior Data Analyst / Ведущий аналитик,,,,https://krasnodar.hh.ru/vacancy/45011162?from=vacancy_search_list&query=Python,https://hh.ru
663,Senior Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48447106?from=vacancy_search_list&query=Python,https://hh.ru
664,Data Engineer (junior),,,,https://krasnodar.hh.ru/vacancy/47712132?from=vacancy_search_list&query=Python,https://hh.ru
665,Senior Data Engineer (Modus),,,,https://krasnodar.hh.ru/vacancy/48004027?from=vacancy_search_list&query=Python,https://hh.ru
666,Data Scientist,,,,https://krasnodar.hh.ru/vacancy/47555684?from=vacancy_search_list&query=Python,https://hh.ru
667,Junior+ Data Engineer,120.0,150.0,руб.,https://krasnodar.hh.ru/vacancy/47776845?from=vacancy_search_list&query=Python,https://hh.ru
668,Программист разработчик SQL (SQL Developer),90.0,150.0,руб.,https://krasnodar.hh.ru/vacancy/47423277?from=vacancy_search_list&query=Python,https://hh.ru
669,Керівник проектів Data Science та діджиталізації CRM,,,,https://krasnodar.hh.ru/vacancy/48441607?from=vacancy_search_list&query=Python,https://hh.ru
670,DevOps Engineer,,,,https://krasnodar.hh.ru/vacancy/48320190?from=vacancy_search_list&query=Python,https://hh.ru
671,Quantitative Researcher,350.0,,руб.,https://krasnodar.hh.ru/vacancy/45972952?from=vacancy_search_list&query=Python,https://hh.ru
672,Senior python developer (SPACE),,,,https://krasnodar.hh.ru/vacancy/46272490?from=vacancy_search_list&query=Python,https://hh.ru
673,Data Engineer / Architect,,,,https://krasnodar.hh.ru/vacancy/48172969?from=vacancy_search_list&query=Python,https://hh.ru
674,Team Lead/Senior Machine Learning Engineer,,300.0,руб.,https://krasnodar.hh.ru/vacancy/47730372?from=vacancy_search_list&query=Python,https://hh.ru
675,DevOps инженер,,400.0,руб.,https://krasnodar.hh.ru/vacancy/48259521?from=vacancy_search_list&query=Python,https://hh.ru
676,Data Engineer,,,,https://krasnodar.hh.ru/vacancy/44237332?from=vacancy_search_list&query=Python,https://hh.ru
677,"Программист JavaScript, Python",60.0,,руб.,https://krasnodar.hh.ru/vacancy/48446740?from=vacancy_search_list&query=Python,https://hh.ru
678,Automation QA (Python),,,,https://krasnodar.hh.ru/vacancy/29323728?from=vacancy_search_list&query=Python,https://hh.ru
679,Middle/Senior Auto Test Engineer QA Python,,,,https://krasnodar.hh.ru/vacancy/48437494?from=vacancy_search_list&query=Python,https://hh.ru
680,Разработчик ETL/data engineer,150.0,,руб.,https://krasnodar.hh.ru/vacancy/48265757?from=vacancy_search_list&query=Python,https://hh.ru
681,BI Engineer (Tableau),250.0,,руб.,https://krasnodar.hh.ru/vacancy/47882723?from=vacancy_search_list&query=Python,https://hh.ru
682,Go (GoLang) Developer,1.0,4.0,USD,https://krasnodar.hh.ru/vacancy/47855852?from=vacancy_search_list&query=Python,https://hh.ru
683,Senior QA Engineer (Automation),200.0,300.0,руб.,https://krasnodar.hh.ru/vacancy/45562054?from=vacancy_search_list&query=Python,https://hh.ru
684,Программист PHP / Разработчик,170.0,,руб.,https://krasnodar.hh.ru/vacancy/47557477?from=vacancy_search_list&query=Python,https://hh.ru
685,Senior Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48447102?from=vacancy_search_list&query=Python,https://hh.ru
686,Бізнес-аналітик баз даних (SQL),,,,https://krasnodar.hh.ru/vacancy/47988362?from=vacancy_search_list&query=Python,https://hh.ru
687,Разработчик роботов (RPA: C#/Python/VB),,,,https://krasnodar.hh.ru/vacancy/47331390?from=vacancy_search_list&query=Python,https://hh.ru
688,DevOps Engineer (Big Data),,,,https://krasnodar.hh.ru/vacancy/47944168?from=vacancy_search_list&query=Python,https://hh.ru
689,Senior Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48447103?from=vacancy_search_list&query=Python,https://hh.ru
690,Devops Lead,150.0,250.0,руб.,https://krasnodar.hh.ru/vacancy/48365514?from=vacancy_search_list&query=Python,https://hh.ru
691,Senior Developer ( Python ) – разработчик,,,,https://krasnodar.hh.ru/vacancy/46865384?from=vacancy_search_list&query=Python,https://hh.ru
692,Junior Data-аналитик / Аналитик данных / Data Analyst,,,,https://krasnodar.hh.ru/vacancy/48236458?from=vacancy_search_list&query=Python,https://hh.ru
693,"Backend-разработчик (Go, Golang)",160.0,,руб.,https://krasnodar.hh.ru/vacancy/48099133?from=vacancy_search_list&query=Python,https://hh.ru
694,Программист встроенных систем Linux,250.0,350.0,руб.,https://krasnodar.hh.ru/vacancy/48118337?from=vacancy_search_list&query=Python,https://hh.ru
695,Аналитик - разработчик по анонимизации данных (Data Masking),120.0,,руб.,https://krasnodar.hh.ru/vacancy/47971135?from=vacancy_search_list&query=Python,https://hh.ru
696,Data Scientist (RecSys),,,,https://krasnodar.hh.ru/vacancy/47889668?from=vacancy_search_list&query=Python,https://hh.ru
697,Data Engineer/ Инженер данных,,170.0,руб.,https://krasnodar.hh.ru/vacancy/46445690?from=vacancy_search_list&query=Python,https://hh.ru
698,Senior QA Automation (Web) Engineer,3.0,4.0,USD,https://krasnodar.hh.ru/vacancy/48432880?from=vacancy_search_list&query=Python,https://hh.ru
699,Backend разработчик,160.0,,руб.,https://krasnodar.hh.ru/vacancy/47309006?from=vacancy_search_list&query=Python,https://hh.ru
700,Data Scientist (Middle),140.0,160.0,руб.,https://krasnodar.hh.ru/vacancy/47765295?from=vacancy_search_list&query=Python,https://hh.ru
701,Data Analyst,160.0,220.0,руб.,https://krasnodar.hh.ru/vacancy/47855147?from=vacancy_search_list&query=Python,https://hh.ru
702,DevOps инженер (удаленно),,400.0,руб.,https://krasnodar.hh.ru/vacancy/45767287?from=vacancy_search_list&query=Python,https://hh.ru
703,AI Scientist,,,,https://krasnodar.hh.ru/vacancy/48477725?from=vacancy_search_list&query=Python,https://hh.ru
704,Python-разработчик в команду разработки Общих сервисов ядра облака,,,,https://krasnodar.hh.ru/vacancy/47025205?from=vacancy_search_list&query=Python,https://hh.ru
705,Big Data Engineer,,,,https://krasnodar.hh.ru/vacancy/48419642?from=vacancy_search_list&query=Python,https://hh.ru
706,DevOps Engineer,,,,https://krasnodar.hh.ru/vacancy/47723274?from=vacancy_search_list&query=Python,https://hh.ru
707,Data aналитик,,,,https://krasnodar.hh.ru/vacancy/46325087?from=vacancy_search_list&query=Python,https://hh.ru
708,Data Analyst / Аналитик данных,180.0,220.0,руб.,https://krasnodar.hh.ru/vacancy/47941497?from=vacancy_search_list&query=Python,https://hh.ru
709,DevOps-инженер,120.0,220.0,руб.,https://krasnodar.hh.ru/vacancy/44629820?from=vacancy_search_list&query=Python,https://hh.ru
710,Senior ML Engineer / MLOps,5.0,,USD,https://krasnodar.hh.ru/vacancy/45415634?from=vacancy_search_list&query=Python,https://hh.ru
711,Senior Software Engineer (Python + Open edX),,,,https://krasnodar.hh.ru/vacancy/45603878?from=vacancy_search_list&query=Python,https://hh.ru
712,Data Architect / Lead DWH Engineer,,,,https://krasnodar.hh.ru/vacancy/48235792?from=vacancy_search_list&query=Python,https://hh.ru
713,ETL/BI junior разработчик,,,,https://krasnodar.hh.ru/vacancy/41046694?from=vacancy_search_list&query=Python,https://hh.ru
714,Специалист по автоматизированному тестированию / Automation QA Engineer,130.0,,руб.,https://krasnodar.hh.ru/vacancy/46652231?from=vacancy_search_list&query=Python,https://hh.ru
715,Data scientist,,,,https://krasnodar.hh.ru/vacancy/48467832?from=vacancy_search_list&query=Python,https://hh.ru
716,Data Scientist в Skypro,,,,https://krasnodar.hh.ru/vacancy/47900395?from=vacancy_search_list&query=Python,https://hh.ru
717,Data Analyst в Operations,150.0,220.0,руб.,https://krasnodar.hh.ru/vacancy/46940090?from=vacancy_search_list&query=Python,https://hh.ru
718,Программист (C/C++),,,,https://krasnodar.hh.ru/vacancy/48486064?from=vacancy_search_list&query=Python,https://hh.ru
719,Data Scientist  / Разработчик математических алгоритмов и методик диагностирования,,,,https://krasnodar.hh.ru/vacancy/48435453?from=vacancy_search_list&query=Python,https://hh.ru
720,Middle computer vision programmer со знанием Python/C++,,,,https://krasnodar.hh.ru/vacancy/46564524?from=vacancy_search_list&query=Python,https://hh.ru
721,System developer С++ | Python (middleware),,,,https://krasnodar.hh.ru/vacancy/48049583?from=vacancy_search_list&query=Python,https://hh.ru
722,Machine Learning Engineer,,,,https://krasnodar.hh.ru/vacancy/46877125?from=vacancy_search_list&query=Python,https://hh.ru
723,Middle/Senior C++ Developer,250.0,,руб.,https://krasnodar.hh.ru/vacancy/42397159?from=vacancy_search_list&query=Python,https://hh.ru
724,Senior Research Engineer,230.0,300.0,руб.,https://krasnodar.hh.ru/vacancy/46571658?from=vacancy_search_list&query=Python,https://hh.ru
725,DevOps-инженер (Remote),,250.0,руб.,https://krasnodar.hh.ru/vacancy/48421105?from=vacancy_search_list&query=Python,https://hh.ru
726,Junior Data Scientist,40.0,60.0,руб.,https://krasnodar.hh.ru/vacancy/47666361?from=vacancy_search_list&query=Python,https://hh.ru
727,Аналитик данных,150.0,,руб.,https://krasnodar.hh.ru/vacancy/48277000?from=vacancy_search_list&query=Python,https://hh.ru
728,DataOps/Data Engineer,,,,https://krasnodar.hh.ru/vacancy/47759532?from=vacancy_search_list&query=Python,https://hh.ru
729,Senior Quantitative Researcher,420.0,,руб.,https://krasnodar.hh.ru/vacancy/44675842?from=vacancy_search_list&query=Python,https://hh.ru
730,Разработчик баз данных,80.0,,руб.,https://krasnodar.hh.ru/vacancy/47987584?from=vacancy_search_list&query=Python,https://hh.ru
731,Go (Golang) Backend Developer,,350.0,руб.,https://krasnodar.hh.ru/vacancy/48006979?from=vacancy_search_list&query=Python,https://hh.ru
732,Data Analyst в Development Core,150.0,180.0,руб.,https://krasnodar.hh.ru/vacancy/46945442?from=vacancy_search_list&query=Python,https://hh.ru
733,Тестировщик (QA Engineer),70.0,130.0,руб.,https://krasnodar.hh.ru/vacancy/46375867?from=vacancy_search_list&query=Python,https://hh.ru
734,Senior Data Scientist,,,,https://krasnodar.hh.ru/vacancy/48136307?from=vacancy_search_list&query=Python,https://hh.ru
735,Middle/Middle+ DevOps специалист,140.0,200.0,руб.,https://krasnodar.hh.ru/vacancy/48347584?from=vacancy_search_list&query=Python,https://hh.ru
736,Software Engineer,160.0,250.0,руб.,https://krasnodar.hh.ru/vacancy/47971124?from=vacancy_search_list&query=Python,https://hh.ru
737,"Python Fullstack разрабочик, Обработка и хранение данных",,,,https://krasnodar.hh.ru/vacancy/46789084?from=vacancy_search_list&query=Python,https://hh.ru
738,Middle/Senior DevOps Engineer,200.0,,руб.,https://krasnodar.hh.ru/vacancy/46916530?from=vacancy_search_list&query=Python,https://hh.ru
739,Разработчик баз данных,80.0,,руб.,https://krasnodar.hh.ru/vacancy/47987707?from=vacancy_search_list&query=Python,https://hh.ru
740,Junior Data Analyst,60.0,,руб.,https://krasnodar.hh.ru/vacancy/48060774?from=vacancy_search_list&query=Python,https://hh.ru
741,Data scientist / Senior data scientist,,,,https://krasnodar.hh.ru/vacancy/47771885?from=vacancy_search_list&query=Python,https://hh.ru
742,Администратор Hadoop,,250.0,руб.,https://krasnodar.hh.ru/vacancy/47544255?from=vacancy_search_list&query=Python,https://hh.ru
743,Сборщик данных data set,,35.0,руб.,https://krasnodar.hh.ru/vacancy/48010719?from=vacancy_search_list&query=Python,https://hh.ru
744,Junior Automation QA Engineer,,,,https://krasnodar.hh.ru/vacancy/45273183?from=vacancy_search_list&query=Python,https://hh.ru
745,Руководитель разработки Python/Django (удаленно),,,,https://krasnodar.hh.ru/vacancy/48000792?from=vacancy_search_list&query=Python,https://hh.ru
746,GoLang разработчик,,,,https://krasnodar.hh.ru/vacancy/47330200?from=vacancy_search_list&query=Python,https://hh.ru
747,Senior DevOps-инженер,250.0,,руб.,https://krasnodar.hh.ru/vacancy/48299189?from=vacancy_search_list&query=Python,https://hh.ru
748,"Data Engineer, Roads",,,,https://krasnodar.hh.ru/vacancy/48145979?from=vacancy_search_list&query=Python,https://hh.ru
749,Senior Golang Developer,220.0,350.0,руб.,https://krasnodar.hh.ru/vacancy/48376447?from=vacancy_search_list&query=Python,https://hh.ru
750,Web QA Engineer (Limassol),,,,https://krasnodar.hh.ru/vacancy/47873138?from=vacancy_search_list&query=Python,https://hh.ru
751,"Инженер по автоматизации тестирования Python, Личный кабинет продавца / Доставка",,,,https://krasnodar.hh.ru/vacancy/46553981?from=vacancy_search_list&query=Python,https://hh.ru
752,QA Automation Engineer,80.0,120.0,руб.,https://krasnodar.hh.ru/vacancy/47823644?from=vacancy_search_list&query=Python,https://hh.ru
753,Data Engineer,,,,https://krasnodar.hh.ru/vacancy/47857511?from=vacancy_search_list&query=Python,https://hh.ru
754,Разработчик Python в команду клиентских сервисов,,,,https://krasnodar.hh.ru/vacancy/46131817?from=vacancy_search_list&query=Python,https://hh.ru
755,Аналитик /Data Analyst,,,,https://krasnodar.hh.ru/vacancy/41124052?from=vacancy_search_list&query=Python,https://hh.ru
756,DevOps - инженер,,200.0,руб.,https://krasnodar.hh.ru/vacancy/48205600?from=vacancy_search_list&query=Python,https://hh.ru
757,QA Engineer,,,,https://krasnodar.hh.ru/vacancy/47889503?from=vacancy_search_list&query=Python,https://hh.ru
758,Senior/Lead ML Engineer,5.0,7.0,USD,https://krasnodar.hh.ru/vacancy/47584135?from=vacancy_search_list&query=Python,https://hh.ru
759,Data Engineer (Infrastructure),,,,https://krasnodar.hh.ru/vacancy/47751533?from=vacancy_search_list&query=Python,https://hh.ru
760,Инженер по тестированию ПО / QA Engineer,3.0,,USD,https://krasnodar.hh.ru/vacancy/48148838?from=vacancy_search_list&query=Python,https://hh.ru
761,Веб-разработчик,120.0,170.0,руб.,https://krasnodar.hh.ru/vacancy/47387910?from=vacancy_search_list&query=Python,https://hh.ru
762,Data Analyst (marketing),,250.0,руб.,https://krasnodar.hh.ru/vacancy/48476607?from=vacancy_search_list&query=Python,https://hh.ru
763,QA Engineer (Bioinformatics),100.0,170.0,руб.,https://krasnodar.hh.ru/vacancy/48083882?from=vacancy_search_list&query=Python,https://hh.ru
764,Senior data engineer,,,,https://krasnodar.hh.ru/vacancy/47803314?from=vacancy_search_list&query=Python,https://hh.ru
765,Devops инженер,200.0,,руб.,https://krasnodar.hh.ru/vacancy/47642607?from=vacancy_search_list&query=Python,https://hh.ru
766,Datacenter Automation Engineer in R&D Team,,,,https://krasnodar.hh.ru/vacancy/47933255?from=vacancy_search_list&query=Python,https://hh.ru
767,Backend разработчик (PHP),70.0,200.0,руб.,https://krasnodar.hh.ru/vacancy/47759803?from=vacancy_search_list&query=Python,https://hh.ru
768,"C# developer junior / middle (.net, full-stack / back-end)",100.0,220.0,руб.,https://krasnodar.hh.ru/vacancy/46828111?from=vacancy_search_list&query=Python,https://hh.ru
769,DevOps Engineer (AWS),,,,https://krasnodar.hh.ru/vacancy/46455344?from=vacancy_search_list&query=Python,https://hh.ru
770,Data Analyst,,,,https://krasnodar.hh.ru/vacancy/47925855?from=vacancy_search_list&query=Python,https://hh.ru
771,Middle/Junior QA engineer,,,,https://krasnodar.hh.ru/vacancy/47900765?from=vacancy_search_list&query=Python,https://hh.ru
772,DevOps Engineer,2.0,,EUR,https://krasnodar.hh.ru/vacancy/48148965?from=vacancy_search_list&query=Python,https://hh.ru
773,NetOps/SysOps Engineer,220.0,,руб.,https://krasnodar.hh.ru/vacancy/47422444?from=vacancy_search_list&query=Python,https://hh.ru
774,Специалист по тестированию (middle),,,,https://krasnodar.hh.ru/vacancy/47003228?from=vacancy_search_list&query=Python,https://hh.ru
775,Scala developer,230.0,,руб.,https://krasnodar.hh.ru/vacancy/47015703?from=vacancy_search_list&query=Python,https://hh.ru
776,DevOps Engineer,,,,https://krasnodar.hh.ru/vacancy/47723273?from=vacancy_search_list&query=Python,https://hh.ru
777,Full-Stack Developer (Python & Vue.js),120.0,,руб.,https://krasnodar.hh.ru/vacancy/46208933?from=vacancy_search_list&query=Python,https://hh.ru
778,"Python Developer, Video Advertising",,,,https://krasnodar.hh.ru/vacancy/47446903?from=vacancy_search_list&query=Python,https://hh.ru
779,Software Developer,150.0,,руб.,https://krasnodar.hh.ru/vacancy/47701194?from=vacancy_search_list&query=Python,https://hh.ru
